ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2025-11-18,478974.3777814035,24821.341347191334,84441.24950485694,478974.3777814035,478974.3777814035,-426292.3745589439,-426292.3745589439,-426292.3745589439,-5829.520929921872,-5829.520929921872,-5829.520929921872,-420462.853629022,-420462.853629022,-420462.853629022,0.0,0.0,0.0,52682.00322245958
2025-11-19,481818.21109476744,40522.14301251525,98343.32705658049,481818.21109476744,481818.21109476744,-412295.73173619155,-412295.73173619155,-412295.73173619155,9003.897781739093,9003.897781739093,9003.897781739093,-421299.6295179307,-421299.6295179307,-421299.6295179307,0.0,0.0,0.0,69522.47935857589
2025-11-25,498881.21097495133,53858.12823275848,113023.49691842946,498881.21097495133,498881.21097495133,-415522.2839081161,-415522.2839081161,-415522.2839081161,-5829.52092991575,-5829.52092991575,-5829.52092991575,-409692.7629782004,-409692.7629782004,-409692.7629782004,0.0,0.0,0.0,83358.92706683523
2025-12-15,555757.8772422308,105322.73984286,165520.01110583948,555757.8772422308,555757.8772422308,-421185.50971594,-421185.50971594,-421185.50971594,-1107.7251617531417,-1107.7251617531417,-1107.7251617531417,-420077.78455418686,-420077.78455418686,-420077.78455418686,0.0,0.0,0.0,134572.36752629082
2025-12-21,572820.8771224145,26979.16907677166,89331.87714336392,572820.8771224145,572820.8771224145,-513963.25942789513,-513963.25942789513,-513963.25942789513,-9943.521402415243,-9943.521402415243,-9943.521402415243,-504019.73802547995,-504019.73802547995,-504019.73802547995,0.0,0.0,0.0,58857.6176945194
2025-12-22,575664.7104357787,29468.19448939329,87279.60187793252,575664.7104357787,575664.7104357787,-516771.2761734159,-516771.2761734159,-516771.2761734159,-1107.7251617644247,-1107.7251617644247,-1107.7251617644247,-515663.55101165146,-515663.55101165146,-515663.55101165146,0.0,0.0,0.0,58893.43426236283
2025-12-23,578508.5437491427,17195.15085172873,73586.79772969177,578508.5437491427,578508.5437491427,-531372.9931065703,-531372.9931065703,-531372.9931065703,-5829.520929924128,-5829.520929924128,-5829.520929924128,-525543.4721766462,-525543.4721766462,-525543.4721766462,0.0,0.0,0.0,47135.55064257234
2025-12-24,581352.3770625066,27483.825158809173,86207.83601719329,581352.3770625066,581352.3770625066,-524256.55740741314,-524256.55740741314,-524256.55740741314,9003.897781723357,9003.897781723357,9003.897781723357,-533260.4551891364,-533260.4551891364,-533260.4551891364,0.0,0.0,0.0,57095.81965509348
2025-12-25,584196.2103758706,24667.37542506158,79000.86738512125,584196.2103758706,584196.2103758706,-533228.3287828541,-533228.3287828541,-533228.3287828541,5209.846597689217,5209.846597689217,5209.846597689217,-538438.1753805433,-538438.1753805433,-538438.1753805433,0.0,0.0,0.0,50967.88159301644
2025-12-26,587040.0436892345,26577.91674505901,81308.8529300149,587040.0436892345,587040.0436892345,-534745.0472049803,-534745.0472049803,-534745.0472049803,5986.024263474718,5986.024263474718,5986.024263474718,-540731.071468455,-540731.071468455,-540731.071468455,0.0,0.0,0.0,52294.996484254254
2025-12-27,589883.8770025985,18024.739798868868,76279.67720930828,589883.8770025985,589883.8770025985,-543150.5055685316,-543150.5055685316,-543150.5055685316,-3319.0011488005425,-3319.0011488005425,-3319.0011488005425,-539831.5044197311,-539831.5044197311,-539831.5044197311,0.0,0.0,0.0,46733.37143406691
2025-12-28,592727.7103159626,18298.309092330957,73347.49864290231,592727.7103159626,592727.7103159626,-545419.3625791741,-545419.3625791741,-545419.3625791741,-9943.52140239284,-9943.52140239284,-9943.52140239284,-535475.8411767812,-535475.8411767812,-535475.8411767812,0.0,0.0,0.0,47308.34773678845
2025-12-29,595571.5436293265,38354.67403560713,97048.04420078055,595571.5436293265,595571.5436293265,-528557.0340818268,-528557.0340818268,-528557.0340818268,-1107.725161757817,-1107.725161757817,-1107.725161757817,-527449.308920069,-527449.308920069,-527449.308920069,0.0,0.0,0.0,67014.5095474997
