ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2025-12-31,601259.2102560544,80393.78334243709,139532.8729677007,601259.2102560544,601259.2102560544,-490784.62585694203,-490784.62585694203,-490784.62585694203,9003.897781736934,9003.897781736934,9003.897781736934,-499788.52363867895,-499788.52363867895,-499788.52363867895,0.0,0.0,0.0,110474.58439911238
2026-01-01,604103.0435694185,100903.57501677447,156785.71123542744,604103.0435694185,604103.0435694185,-474783.75913427275,-474783.75913427275,-474783.75913427275,5209.846597693133,5209.846597693133,5209.846597693133,-479993.60573196586,-479993.60573196586,-479993.60573196586,0.0,0.0,0.0,129319.28443514573
2026-01-02,606946.8768827823,127796.43111811132,185084.413805812,606946.8768827823,606946.8768827823,-450220.4484660744,-450220.4484660744,-450220.4484660744,5986.024263461492,5986.024263461492,5986.024263461492,-456206.4727295359,-456206.4727295359,-456206.4727295359,0.0,0.0,0.0,156726.4284167079
2026-01-03,609790.7101961464,148504.83527286403,206978.0667659042,609790.7101940128,609790.7101976875,-431800.2958018009,-431800.2958018009,-431800.2958018009,-3319.0011488321074,-3319.0011488321074,-3319.0011488321074,-428481.29465296876,-428481.29465296876,-428481.29465296876,0.0,0.0,0.0,177990.41439434548
2026-01-04,612634.5435095102,178371.61149034952,236291.28866931997,612634.5434970629,612634.543518064,-406865.01322453376,-406865.01322453376,-406865.01322453376,-9943.521402428212,-9943.521402428212,-9943.521402428212,-396921.49182210554,-396921.49182210554,-396921.49182210554,0.0,0.0,0.0,205769.53028497647
2026-01-05,615478.3768228743,222539.04409380266,281551.25915951986,615478.3767977398,615478.3768445267,-362783.2305513582,-362783.2305513582,-362783.2305513582,-1107.7251617293914,-1107.7251617293914,-1107.7251617293914,-361675.5053896288,-361675.5053896288,-361675.5053896288,0.0,0.0,0.0,252695.1462715161
2026-01-06,618322.2101362383,260785.20542525596,319205.47147629876,618322.2101001102,618322.2101725863,-328761.25421013223,-328761.25421013223,-328761.25421013223,-5829.520929938055,-5829.520929938055,-5829.520929938055,-322931.73328019417,-322931.73328019417,-322931.73328019417,0.0,0.0,0.0,289560.955926106
2026-01-07,621166.0434496023,320725.5123948511,377065.08502674475,621166.0433945818,621166.0435041799,-271908.9514501718,-271908.9514501718,-271908.9514501718,9003.897781738659,9003.897781738659,9003.897781738659,-280912.8492319105,-280912.8492319105,-280912.8492319105,0.0,0.0,0.0,349257.0919994305
2026-01-08,624009.8767629664,362678.709918961,422929.947962603,624009.8766902334,624009.876841614,-230659.89213368556,-230659.89213368556,-230659.89213368556,5209.846597674427,5209.846597674427,5209.846597674427,-235869.73873135998,-235869.73873135998,-235869.73873135998,0.0,0.0,0.0,393349.98462928087
2026-01-09,626853.7100763302,414422.1705169722,473396.840106244,626853.7099884548,626853.7101769708,-182089.26864685837,-182089.26864685837,-182089.26864685837,5986.024263480941,5986.024263480941,5986.024263480941,-188075.29291033928,-188075.29291033928,-188075.29291033928,0.0,0.0,0.0,444764.44142947183
2026-01-10,629697.5433896943,459609.7411262328,515751.21687842696,629697.543288939,629697.5435223759,-141137.30040425167,-141137.30040425167,-141137.30040425167,-3319.001148829508,-3319.001148829508,-3319.001148829508,-137818.29925542217,-137818.29925542217,-137818.29925542217,0.0,0.0,0.0,488560.24298544263
2026-01-11,632541.3767030581,510973.24550724885,566164.0259281612,632541.3765796957,632541.3768549636,-95341.1779815918,-95341.1779815918,-95341.1779815918,-9943.52140240581,-9943.52140240581,-9943.52140240581,-85397.65657918599,-85397.65657918599,-85397.65657918599,0.0,0.0,0.0,537200.1987214664
2026-01-12,635385.2100164222,575061.858650906,634724.6093799347,635385.2098553878,635385.2101946957,-32224.846559474598,-32224.846559474598,-32224.846559474598,-1107.725161740674,-1107.725161740674,-1107.725161740674,-31117.12139773392,-31117.12139773392,-31117.12139773392,0.0,0.0,0.0,603160.3634569476
2026-01-13,638229.043329786,626588.8169644404,688418.016284683,638229.0431421074,638229.0435461185,18889.714674193183,18889.714674193183,18889.714674193183,-5829.520929935282,-5829.520929935282,-5829.520929935282,24719.235604128466,24719.235604128466,24719.235604128466,0.0,0.0,0.0,657118.7580039792
2026-01-14,641072.8766431501,703130.351763534,760412.2799472673,641072.8764292055,641072.8768782413,90814.61763863268,90814.61763863268,90814.61763863268,9003.897781752235,9003.897781752235,9003.897781752235,81810.71985688043,81810.71985688043,81810.71985688043,0.0,0.0,0.0,731887.4942817828
2026-01-15,643916.709956514,756246.3524086443,817435.2162847449,643916.7097153835,643916.7102213154,145072.59470793224,145072.59470793224,145072.59470793224,5209.846597705142,5209.846597705142,5209.846597705142,139862.74811022708,139862.74811022708,139862.74811022708,0.0,0.0,0.0,788989.3046644462
2026-01-16,646760.543269878,822626.7378485709,879400.0750488308,646760.5429846537,646760.5435642807,204574.59652409435,204574.59652409435,204574.59652409435,5986.024263435043,5986.024263435043,5986.024263435043,198588.5722606593,198588.5722606593,198588.5722606593,0.0,0.0,0.0,851335.1397939724
2026-01-17,649604.3765832421,874649.4603928713,932774.6958632349,649604.3762579107,649604.3768991034,254390.98237869528,254390.98237869528,254390.98237869528,-3319.001148798393,-3319.001148798393,-3319.001148798393,257709.98352749366,257709.98352749366,257709.98352749366,0.0,0.0,0.0,903995.3589619374
2026-01-18,652448.2098966059,929639.828976553,988092.0334107502,652448.209540893,652448.2102483831,307013.51592738804,307013.51592738804,307013.51592738804,-9943.52140241229,-9943.52140241229,-9943.52140241229,316957.0373298003,316957.0373298003,316957.0373298003,0.0,0.0,0.0,959461.725823994
2026-01-19,655292.04320997,1000217.7747199003,1058088.072518368,655292.0427997729,655292.043605243,374959.1614309519,374959.1614309519,374959.1614309519,-1107.7251617519555,-1107.7251617519555,-1107.7251617519555,376066.88659270393,376066.88659270393,376066.88659270393,0.0,0.0,0.0,1030251.2046409219
2026-01-20,658135.8765233338,1057592.4007046544,1116719.5410311779,658135.8760689624,658135.876958026,428952.33442961285,428952.33442961285,428952.33442961285,-5829.520929929159,-5829.520929929159,-5829.520929929159,434781.855359542,434781.855359542,434781.855359542,0.0,0.0,0.0,1087088.2109529467
2026-01-21,660979.7098366979,1134273.6787229662,1194467.0829714176,660979.7093551229,660979.7103141723,501850.8215507587,501850.8215507587,501850.8215507587,9003.89778175396,9003.89778175396,9003.89778175396,492846.92376900476,492846.92376900476,492846.92376900476,0.0,0.0,0.0,1162830.5313874567
2026-01-22,663823.5431500617,1192167.858913976,1249564.5386602695,663823.5426331233,663823.5436768128,555216.6745218968,555216.6745218968,555216.6745218968,5209.84659768435,5209.84659768435,5209.84659768435,550006.8279242124,550006.8279242124,550006.8279242124,0.0,0.0,0.0,1219040.2176719585
2026-01-23,666667.3764634258,1249915.0111443656,1305975.778833293,666667.3759011745,666667.3770349043,611989.0268785113,611989.0268785113,611989.0268785113,5986.024263454491,5986.024263454491,5986.024263454491,606003.0026150568,606003.0026150568,606003.0026150568,0.0,0.0,0.0,1278656.403341937
2026-01-24,669511.2097767896,1298539.3938406752,1357696.5695702676,669511.2091711772,669511.2104076156,657251.6087411124,657251.6087411124,657251.6087411124,-3319.0011487957945,-3319.0011487957945,-3319.0011487957945,660570.6098899081,660570.6098899081,660570.6098899081,0.0,0.0,0.0,1326762.818517902
2026-01-25,672355.0430901537,1346958.6668518034,1404532.583821706,672355.0424496175,672355.0437712963,703492.3800549988,703492.3800549988,703492.3800549988,-9943.521402389888,-9943.521402389888,-9943.521402389888,713435.9014573887,713435.9014573887,713435.9014573887,0.0,0.0,0.0,1375847.4231451526
2026-01-26,675198.8764035176,1409436.1438428634,1468893.3024043893,675198.8757362593,675198.8771295237,763206.43204764,763206.43204764,763206.43204764,-1107.7251617453483,-1107.7251617453483,-1107.7251617453483,764314.1572093853,764314.1572093853,764314.1572093853,0.0,0.0,0.0,1438405.3084511575
2026-01-27,678042.7097168816,1458342.0943460534,1515473.9989481412,678042.7089833713,678042.7104881085,807078.9047900327,807078.9047900327,807078.9047900327,-5829.520929929736,-5829.520929929736,-5829.520929929736,812908.4257199625,812908.4257199625,812908.4257199625,0.0,0.0,0.0,1485121.6145069143
2026-01-28,680886.5430302455,1518895.9788496534,1576849.7925732129,680886.5422406703,680886.543864107,867913.1634800968,867913.1634800968,867913.1634800968,9003.897781731328,9003.897781731328,9003.897781731328,858909.2656983655,858909.2656983655,858909.2656983655,0.0,0.0,0.0,1548799.7065103422
2026-01-29,683730.3763436095,1563165.9825785023,1621763.892793956,683730.3755264762,683730.377231757,907205.4974014602,907205.4974014602,907205.4974014602,5209.846597715064,5209.846597715064,5209.846597715064,901995.6508037453,901995.6508037453,901995.6508037453,0.0,0.0,0.0,1590935.8737450698
2026-01-30,686574.2096569737,1606439.9600828772,1665207.8444286159,686574.2087763685,686574.2105849537,947823.1791845501,947823.1791845501,947823.1791845501,5986.024263473939,5986.024263473939,5986.024263473939,941837.154921076,941837.154921076,941837.154921076,0.0,0.0,0.0,1634397.3888415238
2026-01-31,689418.0429703374,1635488.6853231266,1695187.4153052855,689418.0420307406,689418.043934934,974778.4814630497,974778.4814630497,974778.4814630497,-3319.001148827358,-3319.001148827358,-3319.001148827358,978097.482611877,978097.482611877,978097.482611877,0.0,0.0,0.0,1664196.524433387
2026-02-01,692261.8762837016,1661955.2865637096,1723373.8422468293,692261.8752855787,692261.8773034993,1000495.8300966914,1000495.8300966914,1000495.8300966914,-9943.521402396373,-9943.521402396373,-9943.521402396373,1010439.3514990876,1010439.3514990876,1010439.3514990876,0.0,0.0,0.0,1692757.706380393
2026-02-02,695105.7095970653,1702449.6064041676,1760972.5142262569,695105.708550191,695105.7106573253,1037422.946978914,1037422.946978914,1037422.946978914,-1107.725161770596,-1107.725161770596,-1107.725161770596,1038530.6721406846,1038530.6721406846,1038530.6721406846,0.0,0.0,0.0,1732528.6565759792
2026-02-03,697949.5429104295,1725203.3145580876,1785034.4413626972,697949.541814416,697949.5440403711,1056222.3875130734,1056222.3875130734,1056222.3875130734,-5829.520929923612,-5829.520929923612,-5829.520929923612,1062051.9084429971,1062051.9084429971,1062051.9084429971,0.0,0.0,0.0,1754171.9304235028
2026-02-04,700793.3762237934,1761104.2774953803,1820109.7024899076,700793.3750846128,700793.3774088472,1089708.3382950574,1089708.3382950574,1089708.3382950574,9003.897781733054,9003.897781733054,9003.897781733054,1080704.4405133242,1080704.4405133242,1080704.4405133242,0.0,0.0,0.0,1790501.7145188507
2026-02-05,703637.2095371574,1772218.626494159,1834212.8320764706,703637.2083526053,703637.2107814329,1099429.5407773105,1099429.5407773105,1099429.5407773105,5209.846597696356,5209.846597696356,5209.846597696356,1094219.694179614,1094219.694179614,1094219.694179614,0.0,0.0,0.0,1803066.750314468
2026-02-06,706481.0428505213,1786113.144724521,1843866.1374357417,706481.0416174192,706481.0441619182,1108354.7740556998,1108354.7740556998,1108354.7740556998,5986.024263460715,5986.024263460715,5986.024263460715,1102368.7497922392,1102368.7497922392,1102368.7497922392,0.0,0.0,0.0,1814835.8169062212
2026-02-07,709324.8761638853,1780256.3861843795,1839130.8511624944,709324.8748743664,709324.8775352058,1101653.0984017523,1101653.0984017523,1101653.0984017523,-3319.001148790594,-3319.001148790594,-3319.001148790594,1104972.099550543,1104972.099550543,1104972.099550543,0.0,0.0,0.0,1810977.9745656378
2026-02-08,712168.7094772494,1775205.270544765,1833863.594343967,712168.7081120309,712168.7109214555,1091965.6680626185,1091965.6680626185,1091965.6680626185,-9943.52140243225,-9943.52140243225,-9943.52140243225,1101909.1894650506,1101909.1894650506,1101909.1894650506,0.0,0.0,0.0,1804134.377539868
2026-02-09,715012.5427906133,1778102.8871051508,1836765.5616959925,715012.5413812804,715012.5442910809,1092019.635791143,1092019.635791143,1092019.635791143,-1107.7251617460945,-1107.7251617460945,-1107.7251617460945,1093127.360952889,1093127.360952889,1093127.360952889,0.0,0.0,0.0,1807032.178581756
2026-02-10,717856.3761039773,1762337.8336662748,1818459.8678562024,717856.3746494522,717856.3776470402,1072820.2785533837,1072820.2785533837,1072820.2785533837,-5829.52092991749,-5829.52092991749,-5829.52092991749,1078649.7994833011,1078649.7994833011,1078649.7994833011,0.0,0.0,0.0,1790676.654657361
2026-02-11,720700.2094173412,1758077.3575426303,1817767.765536803,720700.2079180296,720700.2110245844,1067586.002147259,1067586.002147259,1067586.002147259,9003.89778174663,9003.89778174663,9003.89778174663,1058582.1043655123,1058582.1043655123,1058582.1043655123,0.0,0.0,0.0,1788286.2115646
2026-02-12,723544.0427307052,1728823.7111421889,1790130.85275392,723544.0411873027,723544.0443720996,1038326.9620389468,1038326.9620389468,1038326.9620389468,5209.846597702361,5209.846597702361,5209.846597702361,1033117.1154412443,1033117.1154412443,1033117.1154412443,0.0,0.0,0.0,1761871.0047696522
2026-02-13,726387.8760440691,1704466.4667596312,1764087.5065631778,726387.8744457732,726387.8777419124,1008523.6933174212,1008523.6933174212,1008523.6933174212,5986.024263512035,5986.024263512035,5986.024263512035,1002537.6690539093,1002537.6690539093,1002537.6690539093,0.0,0.0,0.0,1734911.5693614902
2026-02-14,729231.7093574331,1665221.5820704245,1722745.6860272104,729231.7076871315,729231.7111503637,963898.0053464585,963898.0053464585,963898.0053464585,-3319.00114882216,-3319.00114882216,-3319.00114882216,967217.0064952808,967217.0064952808,967217.0064952808,0.0,0.0,0.0,1693129.7147038917
2026-02-15,732075.5426707972,1619058.329288954,1677403.083909237,732075.5409766488,732075.5445100585,917673.101078045,917673.101078045,917673.101078045,-9943.521402438733,-9943.521402438733,-9943.521402438733,927616.6224804837,927616.6224804837,927616.6224804837,0.0,0.0,0.0,1649748.6437488422
2026-02-16,734919.375984161,1589158.7784076969,1647439.4078608146,734919.3742542585,734919.3778975564,883173.6918865575,883173.6918865575,883173.6918865575,-1107.7251617573781,-1107.7251617573781,-1107.7251617573781,884281.4170483148,884281.4170483148,884281.4170483148,0.0,0.0,0.0,1618093.0678707184
2026-02-17,737763.2092975251,1538505.790784528,1598155.4398497164,737763.2075026532,737763.2112977634,832002.5791039229,832002.5791039229,832002.5791039229,-5829.520929914716,-5829.520929914716,-5829.520929914716,837832.1000338376,837832.1000338376,837832.1000338376,0.0,0.0,0.0,1569765.7884014482
2026-02-18,740607.042610889,1510285.3960370496,1568018.3099377488,740607.0407844014,740607.0446558964,797958.7877372431,797958.7877372431,797958.7877372431,9003.8977817365,9003.8977817365,9003.8977817365,788954.8899555065,788954.8899555065,788954.8899555065,0.0,0.0,0.0,1538565.8303481322
2026-02-19,743450.875924253,1457667.0756275272,1515053.793287732,743450.8740290288,743450.8780307578,743598.4930003119,743598.4930003119,743598.4930003119,5209.846597708364,5209.846597708364,5209.846597708364,738388.6464026035,738388.6464026035,738388.6464026035,0.0,0.0,0.0,1487049.368924565
2026-02-20,746294.7092376171,1408069.0447551708,1467651.7241707304,746294.7072646247,746294.7114115416,692895.6974700169,692895.6974700169,692895.6974700169,5986.024263466138,5986.024263466138,5986.024263466138,686909.6732065508,686909.6732065508,686909.6732065508,0.0,0.0,0.0,1439190.406707634
2026-02-21,749138.5425509809,1352189.5050214725,1409167.3365071365,749138.5404980639,749138.5448187565,631995.5247497472,631995.5247497472,631995.5247497472,-3319.0011488537225,-3319.0011488537225,-3319.0011488537225,635314.5258986009,635314.5258986009,635314.5258986009,0.0,0.0,0.0,1381134.067300728
2026-02-22,751982.375864345,1295209.432269843,1354677.5057456484,751982.3737299831,751982.3782015613,574457.7260498216,574457.7260498216,574457.7260498216,-9943.52140241633,-9943.52140241633,-9943.52140241633,584401.247452238,584401.247452238,584401.247452238,0.0,0.0,0.0,1326440.1019141665
2026-02-23,754826.2091777088,1260296.133999072,1318803.182129304,754826.2069569707,754826.2115749477,533841.8127352898,533841.8127352898,533841.8127352898,-1107.7251617507693,-1107.7251617507693,-1107.7251617507693,534949.5378970406,534949.5378970406,534949.5378970406,0.0,0.0,0.0,1288668.0219129985
2026-02-24,757670.042491073,1211113.648579981,1270414.1949485636,757670.040215795,757670.045013995,481870.91176233185,481870.91176233185,481870.91176233185,-5829.520929928065,-5829.520929928065,-5829.520929928065,487700.4326922599,487700.4326922599,487700.4326922599,0.0,0.0,0.0,1239540.9542534049
2026-02-25,760513.8758044367,1183012.4267700387,1242521.7907900303,760513.8735022513,760513.8783129485,452340.01651634224,452340.01651634224,452340.01651634224,9003.897781725722,9003.897781725722,9003.897781725722,443336.1187346165,443336.1187346165,443336.1187346165,0.0,0.0,0.0,1212853.892320779
2026-02-26,763357.7091178009,1142656.6701407253,1199776.5199408166,763357.7067538035,763357.711690314,407670.39961863443,407670.39961863443,407670.39961863443,5209.846597714368,5209.846597714368,5209.846597714368,402460.55302092,402460.55302092,402460.55302092,0.0,0.0,0.0,1171028.1087364354
2026-02-27,766201.542431165,1108292.8630808762,1167829.4720638795,766201.5399997442,766201.5450544618,371567.58913255384,371567.58913255384,371567.58913255384,5986.024263485585,5986.024263485585,5986.024263485585,365581.5648690682,365581.5648690682,365581.5648690682,0.0,0.0,0.0,1137769.131563719
2026-02-28,769045.3757445288,1070304.201883907,1125969.2826627665,769045.373233073,769045.3784300055,329776.11564244016,329776.11564244016,329776.11564244016,-3319.001148851124,-3319.001148851124,-3319.001148851124,333095.1167912913,333095.1167912913,333095.1167912913,0.0,0.0,0.0,1098821.491386969
2026-03-01,771889.2090578929,1039317.9968789263,1097608.8032915792,771889.2064650779,771889.211839842,295328.84907789837,295328.84907789837,295328.84907789837,-9943.521402423323,-9943.521402423323,-9943.521402423323,305272.37048032176,305272.37048032176,305272.37048032176,0.0,0.0,0.0,1067218.0581357912
2026-03-02,774733.0423712567,1025455.4147604204,1086215.6557601823,774733.0397082723,774733.0452537494,281142.42741439043,281142.42741439043,281142.42741439043,-1107.7251617441614,-1107.7251617441614,-1107.7251617441614,282250.1525761346,282250.1525761346,282250.1525761346,0.0,0.0,0.0,1055875.4697856472
2026-03-03,777576.8756846208,1005647.5595455826,1063910.9462802894,777576.8729649275,777576.8786538184,258195.81949302796,258195.81949302796,258195.81949302796,-5829.5209299286425,-5829.5209299286425,-5829.5209299286425,264025.3404229566,264025.3404229566,264025.3404229566,0.0,0.0,0.0,1035772.6951776488
2026-03-04,780420.7089979846,1011025.6865373281,1070111.005304028,780420.7062298959,780420.7120305469,259457.4897800833,259457.4897800833,259457.4897800833,9003.897781715592,9003.897781715592,9003.897781715592,250453.5919983677,250453.5919983677,250453.5919983677,0.0,0.0,0.0,1039878.198778068
2026-03-05,783264.5423113487,1001695.5439910843,1059519.3076114894,783264.5394753307,783264.5454352805,246462.57504773533,246462.57504773533,246462.57504773533,5209.846597695662,5209.846597695662,5209.846597695662,241252.72845003966,241252.72845003966,241252.72845003966,0.0,0.0,0.0,1029727.1173590841
2026-03-06,786108.3756247128,1000691.7206973869,1056862.1337551556,786108.3727222836,786108.3787795336,241996.9693202744,241996.9693202744,241996.9693202744,5986.02426347236,5986.02426347236,5986.02426347236,236010.945056802,236010.945056802,236010.945056802,0.0,0.0,0.0,1028105.3449449872
2026-03-07,788952.2089380766,989626.3784531653,1049593.1917277176,788952.2059501738,788952.2122122328,230880.8787929306,230880.8787929306,230880.8787929306,-3319.00114882001,-3319.00114882001,-3319.00114882001,234199.8799417506,234199.8799417506,234199.8799417506,0.0,0.0,0.0,1019833.0877310073
2026-03-08,791796.0422514407,988125.890554988,1048877.086528729,791796.039191599,791796.0455747982,225248.89223855405,225248.89223855405,225248.89223855405,-9943.521402400918,-9943.521402400918,-9943.521402400918,235192.41364095497,235192.41364095497,235192.41364095497,0.0,0.0,0.0,1017044.9344899948
2026-03-09,794639.8755648045,1001471.5783679112,1062491.793962827,794639.8724332566,794639.8789185274,237177.1858326234,237177.1858326234,237177.1858326234,-1107.7251617375537,-1107.7251617375537,-1107.7251617375537,238284.91099436095,238284.91099436095,238284.91099436095,0.0,0.0,0.0,1031817.0613974279
2026-03-10,797483.7088781686,1004218.7682917311,1063141.0615467832,797483.7056899247,797483.7122687617,236893.93356371517,236893.93356371517,236893.93356371517,-5829.520929922521,-5829.520929922521,-5829.520929922521,242723.4544936377,242723.4544936377,242723.4544936377,0.0,0.0,0.0,1034377.6424418838
2026-03-11,800327.5421915327,1027592.5886197258,1087490.848184182,800327.5389384058,800327.5456346086,256737.35818993166,256737.35818993166,256737.35818993166,9003.89778172917,9003.89778172917,9003.89778172917,247733.4604082025,247733.4604082025,247733.4604082025,0.0,0.0,0.0,1057064.9003814643
2026-03-12,803171.3755048965,1031126.407344149,1091076.209618003,803171.3721933067,803171.3790657357,257761.76724628403,257761.76724628403,257761.76724628403,5209.846597699579,5209.846597699579,5209.846597699579,252551.92064858446,252551.92064858446,252551.92064858446,0.0,0.0,0.0,1060933.1427511806
2026-03-13,806015.2088182606,1038359.3611484603,1097874.2929140367,806015.205428032,806015.2125218516,262447.404090481,262447.404090481,262447.404090481,5986.024263459135,5986.024263459135,5986.024263459135,256461.37982702182,256461.37982702182,256461.37982702182,0.0,0.0,0.0,1068462.6129087415
2026-03-14,808859.0421316244,1034287.8122821248,1094715.6687657116,808859.0386696304,808859.0459552844,255505.64176125696,255505.64176125696,255505.64176125696,-3319.001148783246,-3319.001148783246,-3319.001148783246,258824.64291004022,258824.64291004022,258824.64291004022,0.0,0.0,0.0,1064364.6838928815
2026-03-15,811702.8754449885,1031809.5820295565,1090013.6233092165,811702.8718672413,811702.8793337889,249175.59782926782,249175.59782926782,249175.59782926782,-9943.521402436289,-9943.521402436289,-9943.521402436289,259119.1192317041,259119.1192317041,259119.1192317041,0.0,0.0,0.0,1060878.4732742563
2026-03-16,814546.7087583523,1043441.2764329836,1101714.7283195718,814546.7051262928,814546.7127166532,255861.9218660215,255861.9218660215,255861.9218660215,-1107.7251617488357,-1107.7251617488357,-1107.7251617488357,256969.64702777032,256969.64702777032,256969.64702777032,0.0,0.0,0.0,1070408.630624374
2026-03-17,817390.5420717164,1031937.6185142327,1091386.6589373571,817390.5383514035,817390.546101264,246349.09200403478,246349.09200403478,246349.09200403478,-5829.520929919746,-5829.520929919746,-5829.520929919746,252178.61293395452,252178.61293395452,252178.61293395452,0.0,0.0,0.0,1063739.634075751
2026-03-18,820234.3753850806,1045428.6811570972,1103602.286724753,820234.3715658672,820234.379480238,253756.0831285431,253756.0831285431,253756.0831285431,9003.89778174275,9003.89778174275,9003.89778174275,244752.18534680034,244752.18534680034,244752.18534680034,0.0,0.0,0.0,1073990.4585136236
2026-03-19,823078.2086984443,1035620.7295588532,1095409.1025380862,823078.2047841734,823078.2128548097,240131.36774626648,240131.36774626648,240131.36774626648,5209.846597680873,5209.846597680873,5209.846597680873,234921.5211485856,234921.5211485856,234921.5211485856,0.0,0.0,0.0,1063209.5764447108
2026-03-20,825922.0420118085,1024469.7771751889,1083281.8832328792,825922.0379962971,825922.0462373645,229143.90685901087,229143.90685901087,229143.90685901087,5986.024263445911,5986.024263445911,5986.024263445911,223157.88259556494,223157.88259556494,223157.88259556494,0.0,0.0,0.0,1055065.9488708193
2026-03-21,828765.8753251722,1005319.5187658474,1064018.0870089405,828765.8711895667,828765.8796303361,206861.7139080361,206861.7139080361,206861.7139080361,-3319.0011488148107,-3319.0011488148107,-3319.0011488148107,210180.7150568509,210180.7150568509,210180.7150568509,0.0,0.0,0.0,1035627.5892332083
2026-03-22,831609.7086385364,990452.7074903487,1047028.5515373885,831609.7044357384,831609.7130366407,187014.3638815389,187014.3638815389,187014.3638815389,-9943.521402413886,-9943.521402413886,-9943.521402413886,196957.88528395275,196957.88528395275,196957.88528395275,0.0,0.0,0.0,1018624.0725200754
2026-03-23,834453.5419519001,989076.2691514771,1047386.2853178622,834453.5376645408,834453.5465009024,183589.7362639051,183589.7362639051,183589.7362639051,-1107.7251617561926,-1107.7251617561926,-1107.7251617561926,184697.4614256613,184697.4614256613,184697.4614256613,0.0,0.0,0.0,1018043.2782158052
2026-03-24,837297.3752652643,978597.0793942652,1036708.4458267167,837297.3709263407,837297.3798834869,169001.1058222161,169001.1058222161,169001.1058222161,-5829.520929936445,-5829.520929936445,-5829.520929936445,174830.62675215257,174830.62675215257,174830.62675215257,0.0,0.0,0.0,1006298.4810874804
2026-03-25,840141.2085786284,989737.2813879879,1048638.7335761501,840141.2042036239,840141.2132722646,177989.4520890105,177989.4520890105,177989.4520890105,9003.897781732618,9003.897781732618,9003.897781732618,168985.5543072779,168985.5543072779,168985.5543072779,0.0,0.0,0.0,1018130.6606676389
2026-03-26,842985.0418919922,986275.2126985933,1046970.8624971386,842985.0374208135,842985.0466025772,174162.17051078996,174162.17051078996,174162.17051078996,5209.846597711587,5209.846597711587,5209.846597711587,168952.32391307838,168952.32391307838,168952.32391307838,0.0,0.0,0.0,1017147.2124027822
2026-03-27,845828.8752053563,999042.3144031008,1059126.6392684078,845828.87064724,845828.8799529403,182625.2544072815,182625.2544072815,182625.2544072815,5986.024263465358,5986.024263465358,5986.024263465358,176639.23014381612,176639.23014381612,176639.23014381612,0.0,0.0,0.0,1028454.1296126378
2026-03-28,848672.7085187201,1011197.5628575541,1066125.6149167193,848672.7038399057,848672.7133146459,190702.10156905442,190702.10156905442,190702.10156905442,-3319.001148783696,-3319.001148783696,-3319.001148783696,194021.10271783808,194021.10271783808,194021.10271783808,0.0,0.0,0.0,1039374.8100877745
2026-03-29,851516.5418320842,1033774.9097179311,1092074.7560775771,851516.5370761619,851516.5466808488,213137.0107944453,213137.0107944453,213137.0107944453,-9943.521402391483,-9943.521402391483,-9943.521402391483,223080.53219683678,223080.53219683678,223080.53219683678,0.0,0.0,0.0,1064653.5526265295
2026-03-30,854360.3751454483,1089716.6744532883,1147781.371690477,854360.3703214476,854360.3801196055,264635.4307103202,264635.4307103202,264635.4307103202,-1107.7251617674738,-1107.7251617674738,-1107.7251617674738,265743.15587208763,265743.15587208763,265743.15587208763,0.0,0.0,0.0,1118995.8058557685
2026-03-31,857204.2084588121,1146688.3738161132,1204305.4907152674,857204.2035499206,857204.2135103114,317978.8828036762,317978.8828036762,317978.8828036762,-5829.520929933672,-5829.520929933672,-5829.520929933672,323808.4037336099,323808.4037336099,323808.4037336099,0.0,0.0,0.0,1175183.0912624882
